state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
tennessee,2000,1.19,0.16,0.51,1.85,282.0740741,31.75193798,105.8880779,394.6666667
tennessee,1999,1.19,0.15,0.49,1.83,282.0740741,29.76744186,101.7356042,390.4
tennessee,1998,1.19,0.15,0.5,1.84,282.0740741,29.76744186,103.811841,392.5333333
tennessee,1997,1.15,0.15,0.5,1.8,272.5925926,29.76744186,103.811841,384
tennessee,1996,1.14,0.15,0.51,1.8,270.2222222,29.76744186,105.8880779,384
tennessee,1995,1.17,0.15,0.51,1.83,277.3333333,29.76744186,105.8880779,390.4
tennessee,1994,1.18,0.15,0.53,1.86,279.7037037,29.76744186,110.0405515,396.8
tennessee,1993,1.2,0.14,0.54,1.87,284.4444444,27.78294574,112.1167883,398.9333333
tennessee,1992,1.21,0.14,0.56,1.9,286.8148148,27.78294574,116.269262,405.3333333
tennessee,1991,1.19,0.13,0.54,1.87,282.0740741,25.79844961,112.1167883,398.9333333
tennessee,1990,1.22,0.14,0.6,1.96,289.1851852,27.78294574,124.5742092,418.1333333
tennessee,1989,1.2,0.14,0.6,1.93,284.4444444,27.78294574,124.5742092,411.7333333
tennessee,1988,1.22,0.15,0.61,1.97,289.1851852,29.76744186,126.6504461,420.2666667
tennessee,1987,1.19,0.15,0.63,1.97,282.0740741,29.76744186,130.8029197,420.2666667
tennessee,1986,1.18,0.16,0.63,1.98,279.7037037,31.75193798,130.8029197,422.4
tennessee,1985,1.12,0.16,0.68,1.97,265.4814815,31.75193798,141.1841038,420.2666667
tennessee,1984,1.11,0.15,0.7,1.97,263.1111111,29.76744186,145.3365775,420.2666667
tennessee,1983,1.11,0.14,0.7,1.95,263.1111111,27.78294574,145.3365775,416
tennessee,1982,1.13,0.14,0.7,1.97,267.8518519,27.78294574,145.3365775,420.2666667
tennessee,1981,1.14,0.13,0.71,1.98,270.2222222,25.79844961,147.4128143,422.4
tennessee,1980,1.1,0.12,0.69,1.91,260.7407407,23.81395349,143.2603406,407.4666667
tennessee,1979,1.1,0.11,0.7,1.91,260.7407407,21.82945736,145.3365775,407.4666667
tennessee,1978,1.12,0.1,0.7,1.93,265.4814815,19.84496124,145.3365775,411.7333333
tennessee,1977,1.07,0.1,0.69,1.86,253.6296296,19.84496124,143.2603406,396.8
texas,2018,1.21,0.34,0.71,2.26,286.8148148,67.47286822,147.4128143,482.1333333
texas,2017,1.27,0.35,0.72,2.34,301.037037,69.45736434,149.4890511,499.2
texas,2016,1.3,0.34,0.69,2.33,308.1481481,67.47286822,143.2603406,497.0666667
texas,2015,1.28,0.33,0.67,2.28,303.4074074,65.48837209,139.107867,486.4
texas,2014,1.25,0.33,0.65,2.23,296.2962963,65.48837209,134.9553933,475.7333333
texas,2013,1.3,0.32,0.63,2.25,308.1481481,63.50387597,130.8029197,480
texas,2012,1.33,0.32,0.63,2.28,315.2592593,63.50387597,130.8029197,486.4
texas,2011,1.35,0.31,0.61,2.27,320,61.51937984,126.6504461,484.2666667
texas,2010,1.35,0.29,0.59,2.23,320,57.5503876,122.4979724,475.7333333
texas,2009,1.41,0.28,0.58,2.26,334.2222222,55.56589147,120.4217356,482.1333333
texas,2008,1.43,0.27,0.58,2.28,338.962963,53.58139535,120.4217356,486.4
texas,2007,1.41,0.27,0.56,2.24,334.2222222,53.58139535,116.269262,477.8666667
texas,2006,1.43,0.26,0.55,2.24,338.962963,51.59689922,114.1930251,477.8666667
texas,2005,1.43,0.25,0.53,2.2,338.962963,49.6124031,110.0405515,469.3333333
texas,2004,1.45,0.24,0.52,2.21,343.7037037,47.62790698,107.9643147,471.4666667
texas,2003,1.46,0.23,0.51,2.19,346.0740741,45.64341085,105.8880779,467.2
texas,2002,1.49,0.22,0.5,2.21,353.1851852,43.65891473,103.811841,471.4666667
texas,2001,1.51,0.21,0.49,2.21,357.9259259,41.6744186,101.7356042,471.4666667
texas,2000,1.53,0.22,0.5,2.25,362.6666667,43.65891473,103.811841,480
texas,1999,1.54,0.2,0.49,2.23,365.037037,39.68992248,101.7356042,475.7333333
texas,1998,1.52,0.2,0.5,2.21,360.2962963,39.68992248,103.811841,471.4666667
texas,1997,1.56,0.19,0.47,2.22,369.7777778,37.70542636,97.58313058,473.6
texas,1996,1.57,0.2,0.49,2.26,372.1481481,39.68992248,101.7356042,482.1333333
texas,1995,1.58,0.19,0.5,2.27,374.5185185,37.70542636,103.811841,484.2666667
texas,1994,1.6,0.2,0.51,2.31,379.2592593,39.68992248,105.8880779,492.8
texas,1993,1.6,0.2,0.53,2.33,379.2592593,39.68992248,110.0405515,497.0666667
texas,1992,1.65,0.24,0.55,2.45,391.1111111,47.62790698,114.1930251,522.6666667
texas,1991,1.6,0.25,0.55,2.4,379.2592593,49.6124031,114.1930251,512
texas,1990,1.64,0.26,0.58,2.47,388.7407407,51.59689922,120.4217356,526.9333333
texas,1989,1.62,0.27,0.58,2.46,384,53.58139535,120.4217356,524.8
texas,1988,1.61,0.28,0.59,2.47,381.6296296,55.56589147,122.4979724,526.9333333
texas,1987,1.62,0.29,0.61,2.52,384,57.5503876,126.6504461,537.6
texas,1986,1.67,0.31,0.65,2.63,395.8518519,61.51937984,134.9553933,561.0666667
texas,1985,1.68,0.3,0.73,2.71,398.2222222,59.53488372,151.5652879,578.1333333
texas,1984,1.73,0.28,0.79,2.8,410.0740741,55.56589147,164.0227088,597.3333333
texas,1983,1.72,0.27,0.79,2.78,407.7037037,53.58139535,164.0227088,593.0666667
texas,1982,1.83,0.18,0.84,2.84,433.7777778,35.72093023,174.4038929,605.8666667
texas,1981,1.84,0.24,0.85,2.94,436.1481481,47.62790698,176.4801298,627.2
texas,1980,1.75,0.22,0.8,2.77,414.8148148,43.65891473,166.0989457,590.9333333
texas,1979,1.7,0.14,0.84,2.68,402.962963,27.78294574,174.4038929,571.7333333
texas,1978,1.64,0.14,0.82,2.6,388.7407407,27.78294574,170.2514193,554.6666667
texas,1977,1.59,0.14,0.78,2.51,376.8888889,27.78294574,161.946472,535.4666667
utah,2018,0.58,0.2,0.57,1.35,137.4814815,39.68992248,118.3454988,288
utah,2017,0.61,0.2,0.56,1.36,144.5925926,39.68992248,116.269262,290.1333333
utah,2016,0.63,0.19,0.52,1.34,149.3333333,37.70542636,107.9643147,285.8666667
utah,2015,0.65,0.2,0.54,1.4,154.0740741,39.68992248,112.1167883,298.6666667
utah,2014,0.66,0.19,0.52,1.37,156.4444444,37.70542636,107.9643147,292.2666667
utah,2013,0.67,0.19,0.51,1.37,158.8148148,37.70542636,105.8880779,292.2666667
utah,2012,0.69,0.19,0.5,1.37,163.5555556,37.70542636,103.811841,292.2666667
utah,2011,0.68,0.18,0.49,1.36,161.1851852,35.72093023,101.7356042,290.1333333
utah,2010,0.7,0.18,0.47,1.35,165.9259259,35.72093023,97.58313058,288
utah,2009,0.72,0.17,0.47,1.36,170.6666667,33.73643411,97.58313058,290.1333333
utah,2008,0.76,0.17,0.47,1.41,180.1481481,33.73643411,97.58313058,300.8
utah,2007,0.77,0.16,0.44,1.38,182.5185185,31.75193798,91.35442011,294.4
utah,2006,0.73,0.16,0.44,1.33,173.037037,31.75193798,91.35442011,283.7333333
utah,2005,0.7,0.16,0.41,1.27,165.9259259,31.75193798,85.12570965,270.9333333
utah,2004,0.76,0.15,0.39,1.3,180.1481481,29.76744186,80.97323601,277.3333333
utah,2003,0.76,0.14,0.39,1.3,180.1481481,27.78294574,80.97323601,277.3333333
utah,2002,0.77,0.14,0.39,1.3,182.5185185,27.78294574,80.97323601,277.3333333
utah,2001,0.77,0.14,0.39,1.3,182.5185185,27.78294574,80.97323601,277.3333333
utah,2000,0.75,0.14,0.4,1.29,177.7777778,27.78294574,83.04947283,275.2
utah,1999,0.74,0.13,0.38,1.25,175.4074074,25.79844961,78.89699919,266.6666667
utah,1998,0.77,0.13,0.37,1.27,182.5185185,25.79844961,76.82076237,270.9333333
utah,1997,0.75,0.13,0.39,1.27,177.7777778,25.79844961,80.97323601,270.9333333
utah,1996,0.73,0.13,0.37,1.23,173.037037,25.79844961,76.82076237,262.4
utah,1995,0.71,0.11,0.37,1.19,168.2962963,21.82945736,76.82076237,253.8666667
utah,1994,0.76,0.09,0.38,1.24,180.1481481,17.86046512,78.89699919,264.5333333
utah,1993,0.78,0.11,0.39,1.28,184.8888889,21.82945736,80.97323601,273.0666667
utah,1992,0.79,0.12,0.42,1.33,187.2592593,23.81395349,87.20194647,283.7333333
utah,1991,0.8,0.12,0.43,1.34,189.6296296,23.81395349,89.27818329,285.8666667
utah,1990,0.8,0.12,0.46,1.39,189.6296296,23.81395349,95.50689376,296.5333333
utah,1989,0.81,0.13,0.47,1.41,192,25.79844961,97.58313058,300.8
utah,1988,0.82,0.14,0.48,1.45,194.3703704,27.78294574,99.6593674,309.3333333
utah,1987,0.84,0.15,0.49,1.49,199.1111111,29.76744186,101.7356042,317.8666667
utah,1986,0.88,0.16,0.52,1.57,208.5925926,31.75193798,107.9643147,334.9333333
utah,1985,0.89,0.15,0.53,1.57,210.962963,29.76744186,110.0405515,334.9333333
utah,1984,0.89,0.14,0.52,1.55,210.962963,27.78294574,107.9643147,330.6666667
utah,1983,0.89,0.14,0.51,1.54,210.962963,27.78294574,105.8880779,328.5333333
utah,1982,1.01,0.15,0.55,1.7,239.4074074,29.76744186,114.1930251,362.6666667
utah,1981,1.02,0.15,0.59,1.75,241.7777778,29.76744186,122.4979724,373.3333333
utah,1980,0.96,0.14,0.6,1.7,227.5555556,27.78294574,124.5742092,362.6666667
utah,1979,0.94,0.15,0.59,1.68,222.8148148,29.76744186,122.4979724,358.4
utah,1978,0.93,0.14,0.59,1.66,220.4444444,27.78294574,122.4979724,354.1333333
utah,1977,0.94,0.13,0.57,1.64,222.8148148,25.79844961,118.3454988,349.8666667
vermont,2018,1.53,0.78,0.76,3.06,362.6666667,154.7906977,157.7939984,652.8
vermont,2017,1.55,0.8,0.74,3.09,367.4074074,158.7596899,153.6415247,659.2
vermont,2016,1.57,0.79,0.73,3.09,372.1481481,156.7751938,151.5652879,659.2
vermont,2015,1.57,0.78,0.73,3.08,372.1481481,154.7906977,151.5652879,657.0666667
vermont,2014,1.56,0.78,0.72,3.06,369.7777778,154.7906977,149.4890511,652.8
vermont,2013,1.55,0.74,0.72,3.01,367.4074074,146.8527132,149.4890511,642.1333333
vermont,2012,1.51,0.7,0.71,2.93,357.9259259,138.9147287,147.4128143,625.0666667
vermont,2011,1.46,0.68,0.71,2.85,346.0740741,134.9457364,147.4128143,608
vermont,2010,1.44,0.64,0.71,2.8,341.3333333,127.0077519,147.4128143,597.3333333
vermont,2009,1.43,0.64,0.7,2.77,338.962963,127.0077519,145.3365775,590.9333333
vermont,2008,1.45,0.63,0.71,2.79,343.7037037,125.0232558,147.4128143,595.2
vermont,2007,1.46,0.62,0.7,2.78,346.0740741,123.0387597,145.3365775,593.0666667
vermont,2006,1.45,0.6,0.69,2.73,343.7037037,119.0697674,143.2603406,582.4
vermont,2005,1.44,0.57,0.68,2.69,341.3333333,113.1162791,141.1841038,573.8666667
vermont,2004,1.34,0.55,0.66,2.56,317.6296296,109.1472868,137.0316302,546.1333333
vermont,2003,1.34,0.52,0.65,2.51,317.6296296,103.1937984,134.9553933,535.4666667
vermont,2002,1.34,0.51,0.63,2.48,317.6296296,101.2093023,130.8029197,529.0666667
vermont,2001,1.34,0.48,0.63,2.45,317.6296296,95.25581395,130.8029197,522.6666667
vermont,2000,1.32,0.49,0.63,2.43,312.8888889,97.24031008,130.8029197,518.4
vermont,1999,1.32,0.48,0.62,2.42,312.8888889,95.25581395,128.7266829,516.2666667
vermont,1998,1.31,0.46,0.62,2.39,310.5185185,91.28682171,128.7266829,509.8666667
vermont,1997,1.3,0.45,0.63,2.38,308.1481481,89.30232558,130.8029197,507.7333333
vermont,1996,1.35,0.43,0.64,2.42,320,85.33333333,132.8791565,516.2666667
vermont,1995,1.28,0.41,0.66,2.35,303.4074074,81.36434109,137.0316302,501.3333333
vermont,1994,1.34,0.42,0.74,2.5,317.6296296,83.34883721,153.6415247,533.3333333
vermont,1993,1.34,0.44,0.74,2.52,317.6296296,87.31782946,153.6415247,537.6
vermont,1992,1.35,0.44,0.78,2.57,320,87.31782946,161.946472,548.2666667
vermont,1991,1.41,0.46,0.82,2.69,334.2222222,91.28682171,170.2514193,573.8666667
vermont,1990,1.47,0.48,0.85,2.8,348.4444444,95.25581395,176.4801298,597.3333333
vermont,1989,1.49,0.53,0.89,2.91,353.1851852,105.1782946,184.785077,620.8
vermont,1988,1.54,0.57,0.95,3.05,365.037037,113.1162791,197.242498,650.6666667
vermont,1987,1.58,0.59,1,3.18,374.5185185,117.0852713,207.6236821,678.4
vermont,1986,1.57,0.6,1.06,3.22,372.1481481,119.0697674,220.081103,686.9333333
vermont,1985,1.51,0.56,1.1,3.17,357.9259259,111.1317829,228.3860503,676.2666667
vermont,1984,1.49,0.49,1.16,3.15,353.1851852,97.24031008,240.8434712,672
vermont,1983,1.53,0.5,1.2,3.23,362.6666667,99.2248062,249.1484185,689.0666667
vermont,1982,1.48,0.5,1.24,3.22,350.8148148,99.2248062,257.4533658,686.9333333
vermont,1981,1.49,0.5,1.34,3.32,353.1851852,99.2248062,278.215734,708.2666667
vermont,1980,1.43,0.48,1.38,3.29,338.962963,95.25581395,286.5206813,701.8666667
vermont,1979,1.53,0.46,1.47,3.46,362.6666667,91.28682171,305.2068127,738.1333333
vermont,1978,1.5,0.46,1.56,3.52,355.5555556,91.28682171,323.892944,750.9333333
vermont,1977,1.4,0.44,1.55,3.38,331.8518519,87.31782946,321.8167072,721.0666667
virginia,2018,0.94,0.49,0.7,2.13,222.8148148,97.24031008,145.3365775,454.4
virginia,2017,0.96,0.49,0.67,2.13,227.5555556,97.24031008,139.107867,454.4
virginia,2016,1,0.49,0.66,2.14,237.037037,97.24031008,137.0316302,456.5333333
virginia,2015,1,0.48,0.65,2.13,237.037037,95.25581395,134.9553933,454.4
virginia,2014,1.01,0.47,0.63,2.11,239.4074074,93.27131783,130.8029197,450.1333333
virginia,2013,1.02,0.46,0.62,2.1,241.7777778,91.28682171,128.7266829,448
virginia,2012,1.04,0.46,0.62,2.13,246.5185185,91.28682171,128.7266829,454.4
virginia,2011,1.05,0.46,0.61,2.12,248.8888889,91.28682171,126.6504461,452.2666667
virginia,2010,1.08,0.44,0.6,2.12,256,87.31782946,124.5742092,452.2666667
virginia,2009,1.1,0.42,0.58,2.11,260.7407407,83.34883721,120.4217356,450.1333333
virginia,2008,1.12,0.42,0.58,2.12,265.4814815,83.34883721,120.4217356,452.2666667
virginia,2007,1.13,0.41,0.57,2.1,267.8518519,81.36434109,118.3454988,448
virginia,2006,1.13,0.39,0.56,2.08,267.8518519,77.39534884,116.269262,443.7333333
virginia,2005,1.13,0.38,0.54,2.05,267.8518519,75.41085271,112.1167883,437.3333333
virginia,2004,1.14,0.37,0.53,2.04,270.2222222,73.42635659,110.0405515,435.2
virginia,2003,1.14,0.36,0.52,2.02,270.2222222,71.44186047,107.9643147,430.9333333
virginia,2002,1.15,0.34,0.51,2,272.5925926,67.47286822,105.8880779,426.6666667
virginia,2001,1.15,0.32,0.5,1.97,272.5925926,63.50387597,103.811841,420.2666667
virginia,2000,1.16,0.31,0.49,1.97,274.962963,61.51937984,101.7356042,420.2666667
virginia,1999,1.18,0.32,0.48,1.97,279.7037037,63.50387597,99.6593674,420.2666667
virginia,1998,1.17,0.3,0.47,1.95,277.3333333,59.53488372,97.58313058,416
virginia,1997,1.11,0.29,0.48,1.88,263.1111111,57.5503876,99.6593674,401.0666667
virginia,1996,1.12,0.3,0.49,1.91,265.4814815,59.53488372,101.7356042,407.4666667
virginia,1995,1.15,0.29,0.5,1.94,272.5925926,57.5503876,103.811841,413.8666667
virginia,1994,1.2,0.27,0.51,1.99,284.4444444,53.58139535,105.8880779,424.5333333
virginia,1993,1.24,0.27,0.54,2.05,293.9259259,53.58139535,112.1167883,437.3333333
virginia,1992,1.25,0.28,0.57,2.1,296.2962963,55.56589147,118.3454988,448
virginia,1991,1.2,0.28,0.58,2.06,284.4444444,55.56589147,120.4217356,439.4666667
virginia,1990,1.25,0.3,0.62,2.18,296.2962963,59.53488372,128.7266829,465.0666667
virginia,1989,1.23,0.31,0.65,2.18,291.5555556,61.51937984,134.9553933,465.0666667
virginia,1988,1.31,0.25,0.67,2.24,310.5185185,49.6124031,139.107867,477.8666667
virginia,1987,1.39,0.25,0.7,2.35,329.4814815,49.6124031,145.3365775,501.3333333
virginia,1986,1.52,0.27,0.73,2.52,360.2962963,53.58139535,151.5652879,537.6
virginia,1985,1.45,0.3,0.79,2.54,343.7037037,59.53488372,164.0227088,541.8666667
virginia,1984,1.46,0.29,0.8,2.55,346.0740741,57.5503876,166.0989457,544
virginia,1983,1.47,0.27,0.82,2.56,348.4444444,53.58139535,170.2514193,546.1333333
virginia,1982,1.46,0.27,0.86,2.59,346.0740741,53.58139535,178.5563666,552.5333333
virginia,1981,1.23,0.27,0.89,2.39,291.5555556,53.58139535,184.785077,509.8666667
virginia,1980,1.23,0.25,0.9,2.38,291.5555556,49.6124031,186.8613139,507.7333333
virginia,1979,1.21,0.25,0.9,2.36,286.8148148,49.6124031,186.8613139,503.4666667
virginia,1978,1.2,0.21,0.89,2.3,284.4444444,41.6744186,184.785077,490.6666667
virginia,1977,1.17,0.21,0.89,2.27,277.3333333,41.6744186,184.785077,484.2666667
washington,2018,0.91,0.51,0.81,2.22,215.7037037,101.2093023,168.1751825,473.6
washington,2017,0.93,0.52,0.79,2.23,220.4444444,103.1937984,164.0227088,475.7333333
washington,2016,0.96,0.52,0.78,2.26,227.5555556,103.1937984,161.946472,482.1333333
washington,2015,0.97,0.53,0.77,2.26,229.9259259,105.1782946,159.8702352,482.1333333
washington,2014,0.97,0.53,0.76,2.26,229.9259259,105.1782946,157.7939984,482.1333333
washington,2013,0.95,0.53,0.76,2.24,225.1851852,105.1782946,157.7939984,477.8666667
washington,2012,0.96,0.53,0.76,2.26,227.5555556,105.1782946,157.7939984,482.1333333
washington,2011,0.97,0.54,0.75,2.25,229.9259259,107.1627907,155.7177616,480
washington,2010,1.01,0.52,0.73,2.25,239.4074074,103.1937984,151.5652879,480
washington,2009,1.1,0.51,0.74,2.34,260.7407407,101.2093023,153.6415247,499.2
washington,2008,1.11,0.5,0.75,2.37,263.1111111,99.2248062,155.7177616,505.6
washington,2007,1.14,0.5,0.74,2.38,270.2222222,99.2248062,153.6415247,507.7333333
washington,2006,1.08,0.48,0.72,2.28,256,95.25581395,149.4890511,486.4
washington,2005,1.11,0.55,0.68,2.34,263.1111111,109.1472868,141.1841038,499.2
washington,2004,1.11,0.53,0.66,2.3,263.1111111,105.1782946,137.0316302,490.6666667
washington,2003,1.07,0.47,0.68,2.21,253.6296296,93.27131783,141.1841038,471.4666667
washington,2002,1.09,0.43,0.66,2.17,258.3703704,85.33333333,137.0316302,462.9333333
washington,2001,1.09,0.4,0.65,2.15,258.3703704,79.37984496,134.9553933,458.6666667
washington,2000,1.11,0.41,0.66,2.18,263.1111111,81.36434109,137.0316302,465.0666667
washington,1999,1.11,0.4,0.63,2.14,263.1111111,79.37984496,130.8029197,456.5333333
washington,1998,1.12,0.39,0.63,2.14,265.4814815,77.39534884,130.8029197,456.5333333
washington,1997,1.09,0.42,0.63,2.15,258.3703704,83.34883721,130.8029197,458.6666667
washington,1996,1.09,0.4,0.63,2.12,258.3703704,79.37984496,130.8029197,452.2666667
washington,1995,1.17,0.4,0.63,2.2,277.3333333,79.37984496,130.8029197,469.3333333
washington,1994,1.18,0.39,0.65,2.23,279.7037037,77.39534884,134.9553933,475.7333333
washington,1993,1.19,0.39,0.69,2.27,282.0740741,77.39534884,143.2603406,484.2666667
washington,1992,1.26,0.46,0.72,2.44,298.6666667,91.28682171,149.4890511,520.5333333
washington,1991,1.23,0.43,0.73,2.39,291.5555556,85.33333333,151.5652879,509.8666667
washington,1990,1.27,0.46,0.76,2.49,301.037037,91.28682171,157.7939984,531.2
washington,1989,1.25,0.47,0.76,2.47,296.2962963,93.27131783,157.7939984,526.9333333
washington,1988,1.23,0.5,0.77,2.51,291.5555556,99.2248062,159.8702352,535.4666667
washington,1987,1.24,0.56,0.79,2.59,293.9259259,111.1317829,164.0227088,552.5333333
washington,1986,1.23,0.61,0.82,2.66,291.5555556,121.0542636,170.2514193,567.4666667
washington,1985,1.21,0.59,0.87,2.67,286.8148148,117.0852713,180.6326034,569.6
washington,1984,1.23,0.57,0.91,2.7,291.5555556,113.1162791,188.9375507,576
washington,1983,1.29,0.54,0.94,2.76,305.7777778,107.1627907,195.1662612,588.8
washington,1982,1.32,0.52,0.98,2.83,312.8888889,103.1937984,203.4712084,603.7333333
washington,1981,1.38,0.54,1.04,2.96,327.1111111,107.1627907,215.9286294,631.4666667
washington,1980,1.51,0.51,1.08,3.1,357.9259259,101.2093023,224.2335766,661.3333333
washington,1979,1.39,0.47,1.08,2.94,329.4814815,93.27131783,224.2335766,627.2
washington,1978,1.36,0.47,1.07,2.91,322.3703704,93.27131783,222.1573398,620.8
washington,1977,1.34,0.45,1.06,2.85,317.6296296,89.30232558,220.081103,608
west virginia,2018,1.15,0.11,0.47,1.74,272.5925926,21.82945736,97.58313058,371.2
west virginia,2017,1.17,0.11,0.46,1.74,277.3333333,21.82945736,95.50689376,371.2
west virginia,2016,1.19,0.11,0.46,1.76,282.0740741,21.82945736,95.50689376,375.4666667
west virginia,2015,1.21,0.11,0.47,1.78,286.8148148,21.82945736,97.58313058,379.7333333
west virginia,2014,1.21,0.1,0.47,1.78,286.8148148,19.84496124,97.58313058,379.7333333
west virginia,2013,1.24,0.1,0.46,1.8,293.9259259,19.84496124,95.50689376,384
west virginia,2012,1.24,0.1,0.47,1.8,293.9259259,19.84496124,97.58313058,384
west virginia,2011,1.22,0.1,0.46,1.78,289.1851852,19.84496124,95.50689376,379.7333333
west virginia,2010,1.23,0.1,0.44,1.78,291.5555556,19.84496124,91.35442011,379.7333333
west virginia,2009,1.23,0.1,0.44,1.77,291.5555556,19.84496124,91.35442011,377.6
west virginia,2008,1.25,0.1,0.43,1.79,296.2962963,19.84496124,89.27818329,381.8666667
west virginia,2007,1.23,0.1,0.42,1.75,291.5555556,19.84496124,87.20194647,373.3333333
west virginia,2006,1.21,0.1,0.41,1.72,286.8148148,19.84496124,85.12570965,366.9333333
west virginia,2005,1.23,0.1,0.4,1.73,291.5555556,19.84496124,83.04947283,369.0666667
west virginia,2004,1.25,0.1,0.39,1.75,296.2962963,19.84496124,80.97323601,373.3333333
west virginia,2003,1.23,0.1,0.38,1.72,291.5555556,19.84496124,78.89699919,366.9333333
west virginia,2002,1.26,0.1,0.38,1.74,298.6666667,19.84496124,78.89699919,371.2
west virginia,2001,1.25,0.1,0.37,1.72,296.2962963,19.84496124,76.82076237,366.9333333
west virginia,2000,1.24,0.1,0.36,1.7,293.9259259,19.84496124,74.74452555,362.6666667
west virginia,1999,1.22,0.1,0.37,1.69,289.1851852,19.84496124,76.82076237,360.5333333
west virginia,1998,1.18,0.09,0.36,1.64,279.7037037,17.86046512,74.74452555,349.8666667
west virginia,1997,1.12,0.09,0.37,1.58,265.4814815,17.86046512,76.82076237,337.0666667
west virginia,1996,1.12,0.09,0.37,1.58,265.4814815,17.86046512,76.82076237,337.0666667
west virginia,1995,1.12,0.08,0.38,1.58,265.4814815,15.87596899,78.89699919,337.0666667
west virginia,1994,1.17,0.08,0.39,1.64,277.3333333,15.87596899,80.97323601,349.8666667
west virginia,1993,1.18,0.08,0.4,1.67,279.7037037,15.87596899,83.04947283,356.2666667
west virginia,1992,1.16,0.09,0.41,1.66,274.962963,17.86046512,85.12570965,354.1333333
west virginia,1991,1.18,0.09,0.43,1.7,279.7037037,17.86046512,89.27818329,362.6666667
west virginia,1990,1.2,0.1,0.42,1.72,284.4444444,19.84496124,87.20194647,366.9333333
west virginia,1989,1.15,0.11,0.39,1.65,272.5925926,21.82945736,80.97323601,352
west virginia,1988,1.15,0.12,0.41,1.68,272.5925926,23.81395349,85.12570965,358.4
west virginia,1987,1.13,0.13,0.41,1.68,267.8518519,25.79844961,85.12570965,358.4
west virginia,1986,1.12,0.13,0.42,1.67,265.4814815,25.79844961,87.20194647,356.2666667
west virginia,1985,1.13,0.13,0.42,1.69,267.8518519,25.79844961,87.20194647,360.5333333
west virginia,1984,1.13,0.12,0.45,1.7,267.8518519,23.81395349,93.43065693,362.6666667
west virginia,1983,1.14,0.13,0.49,1.76,270.2222222,25.79844961,101.7356042,375.4666667
west virginia,1982,1.11,0.14,0.55,1.8,263.1111111,27.78294574,114.1930251,384
west virginia,1981,1.05,0.14,0.65,1.85,248.8888889,27.78294574,134.9553933,394.6666667
west virginia,1980,1,0.09,0.72,1.81,237.037037,17.86046512,149.4890511,386.1333333
west virginia,1979,0.94,0.09,0.75,1.77,222.8148148,17.86046512,155.7177616,377.6
west virginia,1978,0.93,0.09,0.76,1.78,220.4444444,17.86046512,157.7939984,379.7333333
west virginia,1977,0.95,0.09,0.76,1.8,225.1851852,17.86046512,157.7939984,384
wisconsin,2018,1.29,0.39,1.25,2.93,305.7777778,77.39534884,259.5296026,625.0666667
wisconsin,2017,1.33,0.4,1.26,2.99,315.2592593,79.37984496,261.6058394,637.8666667
wisconsin,2016,1.36,0.4,1.22,2.99,322.3703704,79.37984496,253.3008921,637.8666667
wisconsin,2015,1.39,0.39,1.2,2.98,329.4814815,77.39534884,249.1484185,635.7333333
wisconsin,2014,1.42,0.38,1.18,2.98,336.5925926,75.41085271,244.9959448,635.7333333
wisconsin,2013,1.45,0.38,1.17,3,343.7037037,75.41085271,242.919708,640
wisconsin,2012,1.46,0.37,1.19,3.02,346.0740741,73.42635659,247.0721817,644.2666667
wisconsin,2011,1.46,0.37,1.16,2.99,346.0740741,73.42635659,240.8434712,637.8666667
wisconsin,2010,1.49,0.32,1.13,2.94,353.1851852,63.50387597,234.6147607,627.2
wisconsin,2009,1.49,0.31,1.16,2.96,353.1851852,61.51937984,240.8434712,631.4666667
wisconsin,2008,1.55,0.34,1.13,3.01,367.4074074,67.47286822,234.6147607,642.1333333
wisconsin,2007,1.56,0.33,1.11,3,369.7777778,65.48837209,230.4622871,640
wisconsin,2006,1.58,0.32,1.09,2.99,374.5185185,63.50387597,226.3098135,637.8666667
wisconsin,2005,1.58,0.31,1.07,2.95,374.5185185,61.51937984,222.1573398,629.3333333
wisconsin,2004,1.53,0.3,1.02,2.85,362.6666667,59.53488372,211.7761557,608
wisconsin,2003,1.53,0.29,1,2.82,362.6666667,57.5503876,207.6236821,601.6
wisconsin,2002,1.56,0.28,0.98,2.82,369.7777778,55.56589147,203.4712084,601.6
wisconsin,2001,1.54,0.26,0.95,2.75,365.037037,51.59689922,197.242498,586.6666667
wisconsin,2000,1.53,0.27,0.95,2.76,362.6666667,53.58139535,197.242498,588.8
wisconsin,1999,1.53,0.26,0.92,2.72,362.6666667,51.59689922,191.0137875,580.2666667
wisconsin,1998,1.58,0.26,0.9,2.74,374.5185185,51.59689922,186.8613139,584.5333333
wisconsin,1997,1.57,0.25,0.89,2.71,372.1481481,49.6124031,184.785077,578.1333333
wisconsin,1996,1.53,0.24,0.88,2.65,362.6666667,47.62790698,182.7088402,565.3333333
wisconsin,1995,1.64,0.23,0.87,2.73,388.7407407,45.64341085,180.6326034,582.4
wisconsin,1994,1.58,0.22,0.91,2.72,374.5185185,43.65891473,188.9375507,580.2666667
wisconsin,1993,1.59,0.22,0.89,2.71,376.8888889,43.65891473,184.785077,578.1333333
